type_bien,prix,pieces,chambres,surface,etage,adresse,description,agence
Maison à vendre,330 000 €1 500 €/m²,7,6,1 100  de terrain,,"Argentine, Beauvais (60000)","Située en léger retrait de la route, cette spacieuse maison de caractère offre de nombreux atouts et un confort de vie remarquable. Maison d'habitation proche centre ville d'environ 220 m² sur 1100 m...",AGT Immobilier
Appartement à vendre,160 000 €3 810 €/m²,2,1,42,,"Saint Just des Marais, Beauvais (60000)",Venez découvrir ce bel appartement T2 neuf d'une surface habitable de 42m² avec grand balcon de prêt de 15m² situé au 2ème étage d'une résidence neuve de 2021 composé de 12 lots avec ascenseur aux no...,AGT Immobilier
Appartement à vendre,160 000 €3 810 €/m²,2,1,42,,"Saint Just des Marais, Beauvais (60000)",Venez découvrir ce bel appartement T2 neuf d'une surface habitable de 42m² avec grand balcon de prêt de 15m² situé au 2ème étage d'une résidence neuve de 2021 composé de 12 lots avec ascenseur aux no...,AGT Immobilier
Appartement à vendre,139 900 €1 771 €/m²,4,2,79,3/4,"Centre Ville, Beauvais (60000)","Idéalement situé à l'entrée du centre-ville de Beauvais, avec tous commerces et commodités à proximité, cet appartement vous séduira par son état intérieur impeccable et ses prestations de qualité. S...",Stéphane Plaza Immobilier Beauvais
Appartement à vendre,139 900 €1 771 €/m²,4,2,79,3/4,"Centre Ville, Beauvais (60000)","Idéalement situé à l'entrée du centre-ville de Beauvais, avec tous commerces et commodités à proximité, cet appartement vous séduira par son état intérieur impeccable et ses prestations de qualité. S...",Stéphane Plaza Immobilier Beauvais
Maison à vendre,114 000 €1 407 €/m²,5,2,223  de terrain,,"Saint Jean, Beauvais (60000)","À Beauvais ? Maison idéalement située, proche de toutes commodités Découvrez cette charmante maison située à Beauvais, au calme, en retrait de la rue, tout en restant à proximité immédiate des commer...",Stéphane Plaza Immobilier Beauvais
Maison à vendre,114 000 €1 407 €/m²,5,2,223  de terrain,,"Saint Jean, Beauvais (60000)","À Beauvais ? Maison idéalement située, proche de toutes commodités Découvrez cette charmante maison située à Beauvais, au calme, en retrait de la rue, tout en restant à proximité immédiate des commer...",Stéphane Plaza Immobilier Beauvais
Maison à vendre,250 000 €1 786 €/m²,7,5,200  de terrain,,Noailles (60430),"À VENDRE EN EXCLUSIVITE – MAISON 7 PIÈCES À RÉNOVER – 5 CHAMBRES – TERRASSE & JARDIN – ENVIRONNEMENT CALME Dans un secteur résidentiel paisible, cette maison familiale de 7 pièces propose de beaux vo...",AZELIE Lucie   Capifrance
Appartement en viager,Bouquet 63 000 €et 225 €/mois,5,1,77,,Beauvais (60000),"VIAGER OCCUPE par droit d'usage et d'habitation au profit d'un homme de 72 ans. Dans une copropriété à Beauvais (60) , un appartement de 77 m² comprenant une entrée, un séjour/salle à manger, une cha...",Viager Patrimoine Picardie
Appartement en viager,Bouquet 63 000 €et 225 €/mois,5,1,77,,Beauvais (60000),"VIAGER OCCUPE par droit d'usage et d'habitation au profit d'un homme de 72 ans. Dans une copropriété à Beauvais (60) , un appartement de 77 m² comprenant une entrée, un séjour/salle à manger, une cha...",Viager Patrimoine Picardie
Maison à vendre,245 000 €1 856 €/m²,8,6,233  de terrain,,"Centre Ville, Beauvais (60000)","EXCLUSIVITE SPI BEAUVAIS : Venez découvrir cette robuste maison de 132m² édifiée sur sous sol total proche centre ville. Elle se compose au RDC d'une grande entrée, un double séjour lumineux ouvert s...",Stéphane Plaza Immobilier Beauvais
Maison à vendre,245 000 €1 856 €/m²,8,6,233  de terrain,,"Centre Ville, Beauvais (60000)","EXCLUSIVITE SPI BEAUVAIS : Venez découvrir cette robuste maison de 132m² édifiée sur sous sol total proche centre ville. Elle se compose au RDC d'une grande entrée, un double séjour lumineux ouvert s...",Stéphane Plaza Immobilier Beauvais
Appartement à vendre,97 500 €2 267 €/m²,2,1,43,3/3,"Voisinlieu, Beauvais (60000)","Venez découvrir ce charmant appartement de type F2 de 43 m2 carrez, situé dans un quartier calme et proche du centre ville de BEAUVAIS. Cet appartement est situé au 2ème et dernier étage renové offra...",DANNET Laurent   Capifrance
Appartement à vendre,97 500 €2 267 €/m²,2,1,43,3/3,"Voisinlieu, Beauvais (60000)","Venez découvrir ce charmant appartement de type F2 de 43 m2 carrez, situé dans un quartier calme et proche du centre ville de BEAUVAIS. Cet appartement est situé au 2ème et dernier étage renové offra...",DANNET Laurent   Capifrance
Appartement à vendre - neuf,255 000 €5 930 €/m²,2,1,43,1/6,"Saint-Clément - Chalâtres, Nantes (44000)","43.35 m² (surface Habitable). La résidence Rêves de l Erdre se compose de 28 appartements d exception du T1 bis au T5 avec une situation exceptionnelle et rare à Nantes sur les bords de l Erdre, expo...",Groupe CIF
Appartement à vendre - neuf,255 000 €5 930 €/m²,2,1,43,1/6,"Saint-Clément - Chalâtres, Nantes (44000)","43.35 m² (surface Habitable). La résidence Rêves de l Erdre se compose de 28 appartements d exception du T1 bis au T5 avec une situation exceptionnelle et rare à Nantes sur les bords de l Erdre, expo...",Groupe CIF
Appartement à vendre - neuf,235 000 €6 912 €/m²,1,,34,,Nantes (44000),"34.78 m² (surface Habitable). La résidence Rêves de l Erdre se compose de 28 appartements d exception du T1 bis au T5 avec une situation exceptionnelle et rare à Nantes sur les bords de l Erdre, face...",Groupe CIF
Appartement à vendre - neuf,235 000 €6 912 €/m²,1,,34,,Nantes (44000),"34.78 m² (surface Habitable). La résidence Rêves de l Erdre se compose de 28 appartements d exception du T1 bis au T5 avec une situation exceptionnelle et rare à Nantes sur les bords de l Erdre, face...",Groupe CIF
Appartement à vendre - neuf,430 000 €6 418 €/m²,3,2,67,1/6,"Saint-Clément - Chalâtres, Nantes (44000)",La résidence Rêves de l'Erdre se compose de 28 appartements d'exception du T1 bis au T5 avec une situation exceptionnelle et rare à Nantes sur les bords de l'Erdre face à l'île de Versailles. La rési...,Groupe CIF
Appartement à vendre - neuf,430 000 €6 418 €/m²,3,2,67,1/6,"Saint-Clément - Chalâtres, Nantes (44000)",La résidence Rêves de l'Erdre se compose de 28 appartements d'exception du T1 bis au T5 avec une situation exceptionnelle et rare à Nantes sur les bords de l'Erdre face à l'île de Versailles. La rési...,Groupe CIF
Appartement à vendre,265 000 €3 313 €/m²,3,2,80,,"Sainte-Thérèse Beauséjour, Nantes (44300)","Optimhome vous présente un T3 traversant de 80m² pondérée, 66 €m² Carrez et 44m² répartit en 2 terrasses (Est et Ouest), agencé comme une petite maison en rez-de-jardin avec garage fermé, dans une co...",BARBAZANGES Paul Victor Agent mandataire Optimhome
Appartement à vendre,265 000 €3 313 €/m²,3,2,80,,"Sainte-Thérèse Beauséjour, Nantes (44300)","Optimhome vous présente un T3 traversant de 80m² pondérée, 66 €m² Carrez et 44m² répartit en 2 terrasses (Est et Ouest), agencé comme une petite maison en rez-de-jardin avec garage fermé, dans une co...",BARBAZANGES Paul Victor Agent mandataire Optimhome
Appartement à vendre,239 000 €3 621 €/m²,3,2,66,1/2,"Rond-Point de Vannes, Nantes (44000)","Découvrez cet appartement T2, pouvant être facilement aménagé en T3, situé dans le quartier prisé des Haut Pavés. Surface carrez de 66,84 m², surface au sol de 69 m². Avec une belle hauteur sous plaf...",Zefir
Appartement à vendre,239 000 €3 621 €/m²,3,2,66,1/2,"Rond-Point de Vannes, Nantes (44000)","Découvrez cet appartement T2, pouvant être facilement aménagé en T3, situé dans le quartier prisé des Haut Pavés. Surface carrez de 66,84 m², surface au sol de 69 m². Avec une belle hauteur sous plaf...",Zefir
Appartement à vendre,240 000 €3 871 €/m²,3,2,62,2/4,"Tortière - Donatien, Nantes (44000)","Casavo vous propose à la vente à Nantes - Secteur Coudray - Tortière : Découvrez ce superbe appartement rénové de 3 pièces, 62m², au 2ème étage d'un immeuble calme et bien entretenu de 1965, Rue de L...",CASAVO
Appartement à vendre,240 000 €3 871 €/m²,3,2,62,2/4,"Tortière - Donatien, Nantes (44000)","Casavo vous propose à la vente à Nantes - Secteur Coudray - Tortière : Découvrez ce superbe appartement rénové de 3 pièces, 62m², au 2ème étage d'un immeuble calme et bien entretenu de 1965, Rue de L...",CASAVO
Appartement à vendre,100 000 €3 448 €/m²,1,,29,1/2,"Tortière - Donatien, Nantes (44300)","Optimhome vous présente un studio de 29m² Carrez avec parking, cave et jardin partagé situé au Quartier Petit Port / Universités Nantes - Quartier Petit Port, à deux pas des universités (Sciences, IU...",BARBAZANGES Paul Victor Agent mandataire Optimhome
Appartement à vendre,100 000 €3 448 €/m²,1,,29,1/2,"Tortière - Donatien, Nantes (44300)","Optimhome vous présente un studio de 29m² Carrez avec parking, cave et jardin partagé situé au Quartier Petit Port / Universités Nantes - Quartier Petit Port, à deux pas des universités (Sciences, IU...",BARBAZANGES Paul Victor Agent mandataire Optimhome
Appartement à vendre - neuf,399 000 €6 234 €/m²,3,,64,,"Procé - Monselet, Nantes (44000)","Nantes – T3, T4 et T5 disponibles ! Dans une résidence moderne et bien située, profitez d'appartements lumineux avec balcon ou terrasse, placards intégrés, parking, et pour certains, cave. Crèche sur...",NOVANEA
Appartement à vendre - neuf,399 000 €6 234 €/m²,3,,64,,"Procé - Monselet, Nantes (44000)","Nantes – T3, T4 et T5 disponibles ! Dans une résidence moderne et bien située, profitez d'appartements lumineux avec balcon ou terrasse, placards intégrés, parking, et pour certains, cave. Crèche sur...",NOVANEA
Appartement à vendre,139 500 €1 567 €/m²,4,3,89,,"Chantenay - Sainte-Anne, Nantes (44100)","Bienvenue chez Abriculteurs, l'agence familiale qui s'engage à un service immobilier d'exception. Profitez de photos professionnelles, d'un plan détaillé et d'une visite virtuelle pour vous projeter ...",Abriculteurs
Appartement à vendre,139 500 €1 567 €/m²,4,3,89,,"Chantenay - Sainte-Anne, Nantes (44100)","Bienvenue chez Abriculteurs, l'agence familiale qui s'engage à un service immobilier d'exception. Profitez de photos professionnelles, d'un plan détaillé et d'une visite virtuelle pour vous projeter ...",Abriculteurs
Appartement à vendre - neuf,181 700 €4 955 €/m²,2,,"36,7",,"Nantes Erdre, Nantes (44300)",NOUVEAU à NANTES ! Soyez parmi les premiers à choisir votre appartement neuf du 2 au 4 pièces avec extérieur et parking !<-strong> C'est dans le cadre naturel d'une zone boisée à proximité des ...,MARIGNAN
Appartement à vendre,264 500 €3 527 €/m²,4,2,75,3/5,"Île de Nantes, Nantes (44200)","Nouveauté BRAS immobilier - Face Loire et aux pieds du parc CRAPA. Dans un immeuble très bien entretenu, appartement de type T4 (2 chambres) d'environ 75 m² habitables situé au 3ème étage avec ascens...",CABINET BRAS
Appartement à vendre,264 500 €3 527 €/m²,4,2,75,3/5,"Île de Nantes, Nantes (44200)","Nouveauté BRAS immobilier - Face Loire et aux pieds du parc CRAPA. Dans un immeuble très bien entretenu, appartement de type T4 (2 chambres) d'environ 75 m² habitables situé au 3ème étage avec ascens...",CABINET BRAS
Appartement à vendre - neuf,549 000 €6 384 €/m²,4,,86,,"Procé - Monselet, Nantes (44000)","Nantes – T3, T4 et T5 disponibles ! Dans une résidence moderne et bien située, profitez d'appartements lumineux avec balcon ou terrasse, placards intégrés, parking, et pour certains, cave. Crèche sur...",NOVANEA
Appartement à vendre - neuf,549 000 €6 384 €/m²,4,,86,,"Procé - Monselet, Nantes (44000)","Nantes – T3, T4 et T5 disponibles ! Dans une résidence moderne et bien située, profitez d'appartements lumineux avec balcon ou terrasse, placards intégrés, parking, et pour certains, cave. Crèche sur...",NOVANEA
Appartement à vendre,189 000 €3 780 €/m²,3,1,50,5/5,"Dalby, Nantes (44000)","Casavo vous propose à la vente en exclusivité ce bel appartement traversant de 50 m² (47 m² Carrez), entièrement rénové avec goût en 2022 avec des matériaux de qualité, situé au 5 € et dernier étage ...",CASAVO
Appartement à vendre,189 000 €3 780 €/m²,3,1,50,5/5,"Dalby, Nantes (44000)","Casavo vous propose à la vente en exclusivité ce bel appartement traversant de 50 m² (47 m² Carrez), entièrement rénové avec goût en 2022 avec des matériaux de qualité, situé au 5 € et dernier étage ...",CASAVO
Appartement à vendre - neuf,569 000 €6 616 €/m²,4,,86,,"Rond-Point de Vannes, Nantes (44000)","T4 à Nantes – L'espace qu'il vous faut pour vivre pleinement Besoin d'espace, de lumière et de confort pour toute la famille ? Ces T4 bien pensés offrent de belles surfaces, des extérieurs agréables ...",NOVANEA
Appartement à vendre - neuf,569 000 €6 616 €/m²,4,,86,,"Rond-Point de Vannes, Nantes (44000)","T4 à Nantes – L'espace qu'il vous faut pour vivre pleinement Besoin d'espace, de lumière et de confort pour toute la famille ? Ces T4 bien pensés offrent de belles surfaces, des extérieurs agréables ...",NOVANEA
Appartement à vendre - neuf,1 399 000 €10 138 €/m²,5,,138,,"Procé - Monselet, Nantes (44000)","Nantes – T3, T4 et T5 disponibles ! Dans une résidence moderne et bien située, profitez d'appartements lumineux avec balcon ou terrasse, placards intégrés, parking, et pour certains, cave. Crèche sur...",NOVANEA
Appartement à vendre - neuf,1 399 000 €10 138 €/m²,5,,138,,"Procé - Monselet, Nantes (44000)","Nantes – T3, T4 et T5 disponibles ! Dans une résidence moderne et bien située, profitez d'appartements lumineux avec balcon ou terrasse, placards intégrés, parking, et pour certains, cave. Crèche sur...",NOVANEA
Appartement à vendre,498 000 €3 773 €/m²,4,2,132,,"Centre Ville, Nantes (44000)","Au sein d'une belle copropriété, idéalement située en plein cœur de Nantes, découvrez ce magnifique appartement de charme de 132 m², occupant seul le deuxième étage, avec ascenseur. Dès l'entrée, vou...",ARNOLD IMMOBILIER
Appartement à vendre,498 000 €3 773 €/m²,4,2,132,,"Centre Ville, Nantes (44000)","Au sein d'une belle copropriété, idéalement située en plein cœur de Nantes, découvrez ce magnifique appartement de charme de 132 m², occupant seul le deuxième étage, avec ascenseur. Dès l'entrée, vou...",ARNOLD IMMOBILIER
Appartement à vendre,195 810 €3 210 €/m²,3,2,61,2/3,"Île de Nantes, Nantes (44200)","Situé sur Nantes Beaulieu, cet appartement T3 d'environ 62m², au 2ème étage sans ascenseur, dans une petite copropriété bien entretenue et ravalée en 2017, vous offre: Une entrée, un séjour donnant s...",CABINET BRAS
Appartement à vendre,195 810 €3 210 €/m²,3,2,61,2/3,"Île de Nantes, Nantes (44200)","Situé sur Nantes Beaulieu, cet appartement T3 d'environ 62m², au 2ème étage sans ascenseur, dans une petite copropriété bien entretenue et ravalée en 2017, vous offre: Une entrée, un séjour donnant s...",CABINET BRAS
Appartement à vendre,189 000 €2 779 €/m²,3,2,68,4/15,"Île de Nantes, Nantes (44200)","LE BELEM - Appartement T3 de 68 m² à Nantes Beaulieu Venez découvrir ce bel appartement de type T3 d'environ 68 m², situé au 4ème étage d'un immeuble de standing avec ascenseur et gardien, sur l'ile ...",CABINET BRAS
